"sigla_fiscal","ano_mes","notif_total","num_RMO","aux_viagens_totais","classe_1","classe_2","classe_3","classe_4","classe_5","classe_6","classe_7","classe_8"
"MZA","2022/01",34,132,97,7,3,69,0,23,29,1,0
"RNN","2022/01",19,111,69,0,1,49,0,43,18,0,0
"RRC","2022/01",178,318,243,0,6,142,163,0,6,1,0
"TOS","2022/01",30,91,60,0,0,41,0,14,35,1,0
"TSF","2022/01",58,141,0,60,54,2,0,21,4,0,0
"AAR","2022/02",91,101,6,0,4,10,0,25,62,0,0
"ADO","2022/02",79,148,56,18,4,71,0,9,39,7,0
"AEP","2022/02",0,98,0,0,98,0,0,0,0,0,0
"AFL","2022/02",89,72,0,0,14,2,0,2,25,25,4
"AMS","2022/02",47,126,106,5,0,80,0,5,32,4,0
"AMV","2022/02",148,213,153,0,5,78,87,0,43,0,0
"APB","2022/02",71,159,138,8,9,78,14,10,38,2,0
"BBV","2022/02",31,60,0,5,1,23,0,5,18,7,0
"CAC","2022/02",19,95,0,0,14,10,0,44,20,6,1
"CHG","2022/02",58,116,50,5,0,57,0,7,42,5,0
"CPL","2022/02",36,123,31,0,1,67,0,24,30,1,0
"CRC","2022/02",81,136,97,0,6,43,62,0,24,1,0
"DNR","2022/02",152,168,0,15,33,120,0,0,0,0,0
"ENL","2022/02",71,128,19,1,56,25,1,23,22,0,0
"FSG","2022/02",145,90,24,0,1,16,0,4,57,12,0
"HFP","2022/02",32,114,28,0,2,62,1,17,27,5,0
"HSS","2022/02",61,141,127,0,7,61,0,13,59,1,0
"IFM","2022/02",0,21,19,0,2,12,0,4,3,0,0
"JAL","2022/02",12,12,0,0,0,0,12,0,0,0,0
"JLM","2022/02",62,95,8,0,13,16,0,17,41,7,1
"JTA","2022/02",20,42,23,0,1,12,0,13,14,1,0
"LAF","2022/02",27,104,59,0,1,45,0,25,26,7,0
"LJS","2022/02",74,86,17,3,0,31,0,14,36,2,0
"LMV","2022/02",58,98,98,0,0,36,0,9,51,1,0
"LRR","2022/02",126,147,0,17,23,107,0,0,0,0,0
"MCG","2022/02",66,116,40,4,7,25,0,21,47,11,1
"MEM","2022/02",82,131,26,0,26,33,0,44,21,6,1
"MLS","2022/02",33,145,46,0,0,77,0,27,30,11,0
"MMM","2022/02",8,20,0,0,2,8,1,1,7,0,1
"MPS","2022/02",82,101,51,0,10,18,15,5,48,4,0
"MRS","2022/02",70,120,15,5,2,36,1,22,48,6,0
"MZA","2022/02",74,170,109,4,13,107,0,9,35,2,0
"RNN","2022/02",57,136,57,25,39,21,0,29,22,0,0
"RRC","2022/02",137,293,245,0,5,145,104,13,26,0,0
"TOS","2022/02",87,90,3,0,0,88,0,1,0,1,0
"TSF","2022/02",30,80,0,0,0,10,0,15,36,19,0
"VBS","2022/02",0,2,0,0,0,0,0,2,0,0,0
"AAR","2022/03",88,101,23,0,2,27,0,8,61,1,1
"ADO","2022/03",113,196,128,17,12,96,0,5,63,3,0
"AEP","2022/03",115,224,0,0,114,0,110,0,0,0,0
"AFL","2022/03",93,84,0,7,0,25,0,2,13,35,2
"AMS","2022/03",70,143,72,28,0,77,0,3,31,4,0
"AMV","2022/03",86,118,21,23,0,66,0,8,21,0,0
"APB","2022/03",133,196,132,3,5,75,55,15,43,0,0
"BBV","2022/03",52,104,0,0,1,47,0,3,41,10,1
"CAC","2022/03",46,92,3,0,1,12,0,37,39,3,0
"CHG","2022/03",37,113,0,0,0,56,0,19,37,1,0
"CPL","2022/03",56,175,141,0,0,102,11,22,39,0,0
"CRC","2022/03",176,198,197,0,10,15,167,0,2,2,0
"DNR","2022/03",79,113,0,4,51,9,49,0,0,0,0
"ENL","2022/03",85,155,65,3,15,59,0,22,55,1,0
"FSG","2022/03",135,131,0,5,12,84,0,3,22,5,0
"HFP","2022/03",33,91,40,0,2,23,0,6,41,18,0
"HSS","2022/03",119,360,321,2,10,249,73,2,16,6,0
"IFM","2022/03",76,123,50,0,0,72,20,17,10,4,0
"JAL","2022/03",29,29,0,0,0,0,29,0,0,0,0
"JLM","2022/03",58,99,29,0,5,17,0,22,40,15,0
"JTA","2022/03",30,132,109,0,2,65,0,28,31,5,0
"KPC","2022/03",88,147,131,0,1,53,0,22,64,6,0
"LAF","2022/03",34,117,0,2,0,69,0,25,21,0,0
"LJS","2022/03",74,108,83,0,0,31,0,21,49,5,1
"LMV","2022/03",73,101,34,0,20,30,0,4,42,5,0
"LRR","2022/03",53,97,53,0,23,12,0,29,27,6,0
"MCG","2022/03",63,141,77,0,6,41,1,25,54,14,0
"MEM","2022/03",64,112,61,0,32,21,21,24,11,2,0
"MLS","2022/03",64,132,11,0,2,76,0,25,16,13,0
"MPS","2022/03",85,76,59,0,3,11,10,1,44,5,2
"MRS","2022/03",64,128,118,1,1,18,6,41,53,7,0
"MZA","2022/03",91,160,36,4,8,90,0,8,48,2,0
"RDB","2022/03",0,2,0,0,2,0,0,0,0,0,0
"RNN","2022/03",85,191,0,56,55,29,0,27,24,0,0
"RRC","2022/03",93,188,78,9,9,84,5,17,61,1,2
"TOS","2022/03",1,26,26,0,0,18,0,2,1,4,0
"VBS","2022/03",0,2,0,0,0,0,0,2,0,0,0
"WRM","2022/03",60,84,1,0,40,0,32,0,7,5,0
"AAR","2022/04",70,133,79,0,6,52,11,12,45,6,1
"ADO","2022/04",114,478,456,10,10,363,41,5,45,3,0
"AEP","2022/04",10,69,1,0,43,7,9,9,1,0,0
"AFL","2022/04",72,49,0,0,8,1,2,0,15,20,3
"AMS","2022/04",25,72,69,0,0,45,0,2,22,3,0
"AMV","2022/04",113,229,174,3,1,119,39,16,47,4,0
"APB","2022/04",122,301,293,0,0,187,45,10,53,4,0
"BBV","2022/04",41,90,21,3,6,41,3,2,29,4,0
"CAC","2022/04",46,84,14,0,3,7,0,37,32,5,0
"CHG","2022/04",33,111,0,0,2,64,0,12,33,0,0
"CPL","2022/04",76,196,153,0,2,109,15,26,44,0,0
"CRC","2022/04",96,114,32,1,42,24,1,7,39,0,0
"DNR","2022/04",78,114,0,0,66,0,48,0,0,0,0
"ENL","2022/04",50,103,0,0,16,37,0,15,35,0,0
"FSG","2022/04",185,360,0,0,3,216,137,1,1,2,0
"HFP","2022/04",10,67,67,0,0,49,0,9,9,0,0
"HSS","2022/04",64,128,86,0,7,45,0,17,59,0,0
"IFM","2022/04",33,107,54,0,1,33,10,39,21,3,0
"JAL","2022/04",26,25,0,0,0,0,25,0,0,0,0
"JLM","2022/04",62,86,22,0,15,4,0,16,41,9,1
"JTA","2022/04",32,78,22,0,7,2,0,38,29,2,0
"KPC","2022/04",65,95,93,0,4,20,3,12,55,1,0
"LAF","2022/04",16,108,0,0,3,58,0,29,15,3,0
"LJS","2022/04",53,95,84,0,0,55,0,5,33,0,0
"LMV","2022/04",69,113,36,0,27,42,0,7,35,1,1
"LRR","2022/04",90,101,94,0,3,26,3,10,50,8,0
"MCG","2022/04",55,122,0,8,33,23,0,18,33,7,0
"MEM","2022/04",44,115,52,0,33,0,23,43,13,3,0
"MLS","2022/04",43,129,76,0,7,44,0,17,50,11,0
"MPS","2022/04",19,102,100,0,49,32,0,3,14,1,1
"MRS","2022/04",83,106,17,1,1,17,0,22,56,9,0
"MZA","2022/04",65,330,321,0,8,246,31,18,26,1,0
"RDB","2022/04",1,1,0,0,0,0,1,0,0,0,0
"RNN","2022/04",25,101,48,20,0,19,0,40,22,0,0
"RRC","2022/04",154,214,161,0,8,68,23,25,89,1,0
"TOS","2022/04",85,114,37,0,0,88,0,5,16,4,0
"TSF","2022/04",46,77,0,0,17,10,0,18,28,4,0
"WRM","2022/04",77,57,0,0,3,0,5,8,29,12,0
"AAR","2022/05",107,125,110,0,8,6,2,28,76,2,2
"ADO","2022/05",141,250,169,5,24,108,15,14,79,3,1
"AEP","2022/05",31,99,3,0,23,2,6,49,18,1,0
"AFL","2022/05",103,57,0,1,0,4,0,1,17,29,5
"ALG","2022/05",21,24,0,0,8,2,8,1,4,1,0
"AMS","2022/05",52,161,158,0,0,84,3,13,52,9,0
"AMV","2022/05",91,136,58,0,0,33,0,39,64,0,0
"APB","2022/05",275,479,429,0,2,195,212,17,49,3,0
"BBV","2022/05",48,91,0,0,4,41,0,1,38,6,0
"CAC","2022/05",45,108,50,0,8,7,0,47,39,7,0
"CHG","2022/05",42,139,95,0,0,60,0,34,43,0,0
"CPL","2022/05",18,33,33,0,0,10,0,10,13,0,0
"CRC","2022/05",107,138,130,2,52,29,0,1,49,5,0
"ENL","2022/05",89,130,95,0,18,39,0,9,64,0,0
"FNG","2022/05",15,20,0,0,5,0,12,1,2,0,0
"FSG","2022/05",200,121,99,0,1,16,0,3,101,0,0
"HFP","2022/05",49,156,110,0,3,68,7,33,44,1,0
"HSS","2022/05",63,154,142,0,14,70,0,9,60,1,0
"IFM","2022/05",54,107,107,0,1,13,0,46,47,0,0
"JAL","2022/05",8,8,0,0,0,0,8,0,0,0,0
"JLM","2022/05",36,229,176,0,54,40,0,103,31,1,0
"JTA","2022/05",20,105,76,6,6,46,0,22,23,2,0
"KPC","2022/05",116,231,230,0,28,88,1,30,82,1,0
"LAF","2022/05",26,138,107,0,4,83,4,19,21,7,0
"LJS","2022/05",77,99,58,0,0,17,8,22,51,0,1
"LMV","2022/05",119,135,67,0,0,44,0,10,80,1,0
"LRR","2022/05",93,124,110,0,14,36,2,9,58,5,0
"MCG","2022/05",50,154,44,0,34,35,1,20,46,18,0
"MEM","2022/05",43,115,40,0,19,0,8,63,19,6,0
"MLS","2022/05",67,129,111,13,3,22,2,33,56,0,0
"MPS","2022/05",0,6,5,0,2,0,0,0,0,0,0
"MRS","2022/05",115,195,190,3,1,69,31,23,63,3,1
"MZA","2022/05",99,192,136,7,22,95,1,17,49,0,1
"RNN","2022/05",50,145,113,20,2,37,0,49,36,1,0
"RRC","2022/05",24,54,53,0,0,17,9,1,25,2,0
"TOS","2022/05",35,99,7,0,1,49,0,6,24,19,0
"TSF","2022/05",65,91,0,0,5,9,0,16,41,20,0
"WRM","2022/05",95,80,0,0,2,7,6,9,46,10,0
"AAR","2022/06",73,87,3,0,8,4,0,17,57,1,0
"ADO","2022/06",95,273,271,0,5,182,9,9,64,4,0
"AEP","2022/06",35,108,1,0,39,1,15,43,8,1,1
"AFL","2022/06",105,68,0,1,11,3,0,1,14,35,2
"ALG","2022/06",28,39,1,0,5,0,19,2,8,5,0
"AMS","2022/06",49,102,93,0,0,44,4,4,42,0,8
"AMV","2022/06",121,128,23,0,4,27,1,8,85,3,0
"APB","2022/06",71,116,102,0,2,52,10,6,45,1,0
"BBV","2022/06",41,95,30,0,5,42,1,6,36,5,0
"CAC","2022/06",49,104,44,0,9,10,0,36,45,2,1
"CHG","2022/06",45,107,24,0,0,41,0,16,49,1,0
"CPL","2022/06",71,153,121,0,0,69,14,18,49,3,0
"CRC","2022/06",58,95,52,0,14,28,0,1,52,0,0
"DNR","2022/06",140,144,0,4,140,0,0,0,0,0,0
"ENL","2022/06",74,84,42,0,13,6,5,6,26,1,27
"FNG","2022/06",26,32,0,0,5,0,15,3,6,3,0
"FSG","2022/06",93,105,41,0,22,8,7,3,19,12,34
"HFP","2022/06",59,118,48,0,43,39,0,12,22,2,0
"HSS","2022/06",107,488,487,0,6,358,78,3,21,2,20
"IFM","2022/06",14,89,61,0,2,14,3,58,12,0,0
"JAL","2022/06",4,4,0,0,0,0,4,0,0,0,0
"JLM","2022/06",306,402,372,0,1,227,102,7,63,2,0
"JTA","2022/06",18,81,79,0,3,29,0,27,21,1,0
"KPC","2022/06",60,137,136,0,10,37,0,36,51,2,0
"LAF","2022/06",29,60,40,0,0,9,13,5,15,2,16
"LJS","2022/06",66,122,90,0,0,4,0,68,41,7,0
"LMV","2022/06",56,115,48,0,6,40,0,26,40,3,0
"LRR","2022/06",93,116,70,2,48,18,0,5,32,11,0
"MEM","2022/06",25,95,78,0,2,0,2,63,21,3,4
"MLS","2022/06",48,122,109,0,2,35,0,40,42,3,0
"MPS","2022/06",2,8,1,0,1,0,0,0,3,2,0
"MRS","2022/06",66,121,65,1,1,30,4,26,48,2,8
"MZA","2022/06",61,107,81,2,9,34,17,5,17,1,22
"RNN","2022/06",41,78,39,1,0,15,14,19,12,0,17
"RRC","2022/06",150,269,113,0,10,108,105,2,37,7,0
"TOS","2022/06",28,85,29,0,1,32,4,22,23,3,0
"TSF","2022/06",93,136,0,30,83,3,0,2,10,7,1
"WRM","2022/06",129,264,219,0,4,144,71,10,31,3,1
"ADO","2022/07",208,219,202,0,7,38,132,4,38,0,0
"AEP","2022/07",4,12,0,0,0,0,0,5,4,2,0
"AFL","2022/07",109,65,0,0,4,2,1,1,28,29,0
"ALG","2022/07",11,21,1,0,3,0,1,4,5,6,2
"AMS","2022/07",32,67,55,0,1,31,1,2,30,0,2
"AMV","2022/07",165,150,60,0,0,24,0,15,110,1,0
"APB","2022/07",63,101,100,0,0,33,4,10,32,3,19
"BBV","2022/07",5,22,18,1,3,12,0,0,5,1,0
"CAC","2022/07",33,98,21,0,5,9,0,56,27,1,0
"CHG","2022/07",24,99,86,0,34,17,0,23,24,1,0
"CPL","2022/07",119,304,304,0,0,182,108,6,7,0,1
"CRC","2022/07",8,14,12,0,2,3,1,0,8,0,0
"DNR","2022/07",153,153,0,0,153,0,0,0,0,0,0
"ENL","2022/07",40,103,65,0,58,9,0,3,28,1,3
"FNG","2022/07",22,97,78,0,26,0,0,47,16,8,0
"FSG","2022/07",257,103,0,0,6,6,0,3,83,2,3
"HFP","2022/07",38,182,182,0,1,88,0,55,37,0,0
"HSS","2022/07",13,81,45,0,19,39,0,10,13,0,0
"IFM","2022/07",77,144,101,0,0,43,41,26,33,1,0
"JAL","2022/07",28,27,0,0,0,0,27,0,0,0,0
"JLM","2022/07",32,161,158,0,88,17,0,19,29,6,0
"JTA","2022/07",37,154,154,0,8,32,0,80,34,0,0
"KPC","2022/07",56,136,133,2,35,23,12,22,41,1,0
"LAF","2022/07",11,49,48,0,32,5,0,3,9,0,0
"LJS","2022/07",60,112,109,0,1,18,7,21,40,1,23
"LMV","2022/07",27,44,20,0,6,11,0,4,21,2,0
"LRR","2022/07",96,108,98,1,15,19,0,18,52,3,0
"MCG","2022/07",80,195,104,0,48,53,1,24,65,2,2
"MEM","2022/07",19,83,2,0,9,0,0,60,8,6,0
"MLS","2022/07",23,102,45,0,8,20,0,51,23,0,0
"MPS","2022/07",9,6,1,0,1,0,0,0,1,2,2
"MRS","2022/07",55,71,70,0,0,20,2,6,39,2,2
"MZA","2022/07",66,175,91,38,56,48,0,16,16,1,0
"RNN","2022/07",14,43,43,0,22,0,0,10,11,0,0
"RRC","2022/07",167,278,167,0,1,113,93,14,56,1,0
"TOS","2022/07",26,71,55,0,48,2,2,4,11,4,0
"TSF","2022/07",77,92,0,6,34,7,0,7,30,8,0
"WRM","2022/07",39,136,127,0,75,2,1,22,31,3,0
"AAR","2022/08",87,114,73,0,17,6,0,31,55,5,0
"ADO","2022/08",164,237,121,10,43,68,21,3,91,1,0
"AEP","2022/08",27,58,0,0,5,1,0,37,14,1,0
"AFL","2022/08",3,26,0,0,22,0,0,0,2,1,1
"ALG","2022/08",19,62,29,0,1,0,1,8,46,1,5
"AMS","2022/08",72,209,208,0,2,109,0,13,66,1,18
"AMV","2022/08",71,111,2,0,4,16,0,37,52,2,0
"APB","2022/08",95,217,159,0,3,103,26,12,59,4,10
"ARQ","2022/08",2,2,0,0,0,0,2,0,0,0,0
"BBV","2022/08",46,75,14,0,9,21,0,2,35,6,0
"CAC","2022/08",26,89,0,0,18,2,0,42,26,1,0
"CHG","2022/08",31,109,65,0,9,33,0,23,41,1,0
"CPL","2022/08",44,144,60,0,0,86,0,19,39,0,0
"CRC","2022/08",64,95,60,0,0,34,0,3,58,0,0
"DNR","2022/08",117,141,0,27,110,0,1,0,0,3,0
"ECO","2022/08",3,3,0,0,0,3,0,0,0,0,0
"ELR","2022/08",1,1,0,0,0,0,0,0,1,0,0
"ENL","2022/08",72,131,81,0,25,21,0,10,60,0,15
"FNG","2022/08",22,71,25,0,1,1,5,12,44,5,3
"FSG","2022/08",115,99,0,0,0,32,0,0,65,2,0
"HFP","2022/08",24,116,116,0,1,57,0,5,53,0,0
"HSS","2022/08",29,88,86,0,20,27,0,16,24,0,1
"IFM","2022/08",40,104,103,0,1,26,3,26,40,0,8
"JAL","2022/08",14,13,0,0,0,0,13,0,0,0,0
"JGA","2022/08",1,1,0,0,0,1,0,0,0,0,0
"JLM","2022/08",29,116,89,1,11,3,0,27,58,13,3
"JTA","2022/08",31,133,113,0,0,32,2,34,53,3,8
"KPC","2022/08",76,158,158,0,9,45,0,21,72,0,11
"LAF","2022/08",85,144,61,6,1,76,0,0,53,0,8
"LJS","2022/08",33,55,8,0,3,0,1,34,17,0,0
"LLS","2022/08",6,9,0,0,0,3,1,1,3,1,0
"LMV","2022/08",44,109,31,0,6,37,0,26,39,1,0
"LRR","2022/08",76,84,78,0,6,18,0,6,48,6,0
"MCG","2022/08",63,121,54,0,8,37,0,14,48,12,1
"MEM","2022/08",25,63,55,0,0,0,0,36,23,4,0
"MLS","2022/08",45,124,71,0,10,43,0,25,45,1,0
"MPS","2022/08",7,11,0,1,10,0,0,0,0,0,0
"MRS","2022/08",68,134,79,1,3,30,10,39,48,3,0
"MZA","2022/08",61,148,141,0,9,66,1,6,55,0,11
"NDB","2022/08",10,8,0,0,0,3,2,0,1,2,0
"RDB","2022/08",1,1,0,0,0,1,0,0,0,0,0
"RNN","2022/08",63,139,134,0,0,39,0,19,60,1,20
"RRC","2022/08",139,218,101,0,12,65,99,6,32,4,0
"RVS","2022/08",1,1,1,0,0,0,0,0,0,0,0
"TOS","2022/08",49,93,3,0,0,32,0,24,36,1,0
"TSF","2022/08",32,73,0,0,4,13,0,17,26,12,1
"WRM","2022/08",33,120,105,0,56,0,1,32,29,2,0
"AAR","2022/09",97,86,6,0,10,0,1,21,54,0,0
"ADO","2022/09",143,172,52,7,17,29,85,3,27,4,0
"AEP","2022/09",61,124,8,0,27,4,45,33,11,1,2
"AFL","2022/09",2,2,0,0,1,0,0,0,1,0,0
"ALG","2022/09",11,65,32,0,3,1,7,44,10,0,0
"AMS","2022/09",76,151,55,36,8,82,1,3,21,0,0
"AMV","2022/09",119,124,51,0,1,25,6,4,88,0,0
"APB","2022/09",20,33,0,3,2,18,0,1,9,0,0
"ARQ","2022/09",9,11,10,0,0,0,1,2,8,0,0
"BBV","2022/09",48,95,16,0,11,38,0,0,44,2,0
"CAC","2022/09",20,101,44,0,17,12,0,47,23,2,0
"CHG","2022/09",25,102,5,0,39,22,2,17,21,1,0
"CPL","2022/09",74,157,131,0,5,78,12,15,47,0,0
"CRC","2022/09",53,117,57,0,5,58,0,7,42,3,0
"DNR","2022/09",113,128,0,15,113,0,0,0,0,0,0
"ECO","2022/09",9,46,30,0,1,37,2,0,6,0,0
"ELR","2022/09",12,20,0,0,1,6,0,3,9,1,0
"ENL","2022/09",82,113,94,0,19,23,2,11,54,2,2
"FNG","2022/09",75,84,45,0,5,15,2,7,51,4,0
"FSG","2022/09",150,93,0,0,11,17,0,1,64,0,0
"HFP","2022/09",34,109,46,0,0,61,1,16,31,0,0
"HSS","2022/09",52,135,132,0,20,50,1,16,47,0,1
"IFM","2022/09",35,81,0,0,2,2,0,50,27,0,0
"JAL","2022/09",28,28,0,0,1,0,27,0,0,0,0
"JGA","2022/09",1,3,2,0,0,1,0,1,1,0,0
"JLM","2022/09",64,167,90,0,29,15,5,66,48,4,0
"JTA","2022/09",37,135,113,1,2,52,7,33,38,2,0
"KPC","2022/09",69,144,143,0,2,52,17,25,45,2,1
"LAF","2022/09",39,99,0,0,11,33,0,24,28,3,0
"LJS","2022/09",81,116,75,0,1,5,0,60,49,0,0
"LLS","2022/09",34,32,0,0,3,5,8,3,13,0,0
"LMV","2022/09",71,125,33,0,0,43,3,6,66,7,0
"LRR","2022/09",51,65,30,0,14,10,8,5,24,4,0
"MCG","2022/09",30,128,34,0,36,27,0,35,29,1,0
"MEM","2022/09",140,148,9,2,119,16,0,6,5,0,0
"MLS","2022/09",28,105,25,0,5,29,0,39,32,0,0
"MPS","2022/09",142,150,0,7,142,0,0,0,1,0,0
"MRS","2022/09",60,145,111,3,3,49,5,35,49,1,0
"MZA","2022/09",54,124,39,1,11,57,2,13,39,0,0
"NDB","2022/09",20,32,0,0,4,9,2,0,11,2,4
"RNN","2022/09",31,83,4,22,16,19,5,11,10,0,0
"RRC","2022/09",155,222,67,0,6,86,58,7,61,1,3
"RVS","2022/09",2,2,1,0,0,1,1,0,0,0,0
"TOS","2022/09",54,71,6,0,0,42,3,2,17,2,3
"TSF","2022/09",47,60,0,0,21,6,3,1,21,5,2
"WRM","2022/09",41,71,41,0,11,0,14,23,17,2,4
"AAR","2022/10",76,86,19,2,18,0,4,21,39,2,0
"ADO","2022/10",138,165,120,0,8,33,41,7,72,3,1
"AEP","2022/10",1,14,6,0,8,0,1,4,1,0,0
"ALG","2022/10",14,48,17,0,1,1,7,23,15,0,1
"AMS","2022/10",33,103,86,0,10,49,6,2,33,3,0
"AMV","2022/10",100,99,20,0,1,16,0,1,78,3,0
"APB","2022/10",98,116,54,7,36,37,2,1,32,1,0
"ARQ","2022/10",3,16,16,0,0,7,0,7,2,0,0
"BBV","2022/10",39,94,21,17,11,39,0,2,23,2,0
"CAC","2022/10",9,27,0,0,15,10,0,2,0,0,0
"CHG","2022/10",101,131,5,0,117,5,1,2,6,0,0
"CPL","2022/10",75,176,77,2,1,86,46,19,22,0,0
"CRC","2022/10",37,76,56,0,0,42,0,0,32,2,0
"DNR","2022/10",75,82,0,1,76,0,5,0,0,0,0
"ECO","2022/10",7,69,66,0,9,22,0,32,6,0,0
"ELR","2022/10",9,39,0,0,1,0,0,30,8,0,0
"ENL","2022/10",47,57,0,0,3,11,0,12,30,1,0
"FNG","2022/10",52,55,0,1,4,1,4,9,23,11,2
"FSG","2022/10",130,252,1,0,9,156,51,3,24,8,0
"HFP","2022/10",64,128,107,0,0,48,0,11,65,4,0
"HSS","2022/10",57,105,105,0,13,24,5,9,53,1,0
"IFM","2022/10",10,73,37,0,3,14,0,42,9,3,2
"JAL","2022/10",2,2,0,0,0,0,2,0,0,0,0
"JGA","2022/10",6,17,0,0,0,0,0,13,4,0,0
"JLM","2022/10",74,103,38,0,7,2,0,35,42,16,1
"JTA","2022/10",7,40,19,0,6,9,2,12,8,2,1
"KPC","2022/10",100,132,129,0,3,43,2,23,58,3,0
"LAF","2022/10",14,79,76,0,8,40,3,13,14,1,0
"LJS","2022/10",24,47,42,0,1,0,0,32,11,2,0
"LLS","2022/10",34,61,0,0,8,11,1,20,19,2,0
"LMV","2022/10",56,90,32,6,0,32,7,6,38,1,0
"LRR","2022/10",93,74,65,0,4,9,2,1,48,10,0
"MCG","2022/10",60,99,2,0,13,21,0,20,38,7,0
"MEM","2022/10",13,62,28,0,0,0,4,40,13,5,0
"MLS","2022/10",37,138,133,0,0,45,0,36,38,19,0
"MPS","2022/10",34,36,0,1,34,0,0,0,0,0,0
"MRS","2022/10",60,101,69,1,6,20,2,32,39,1,0
"MZA","2022/10",52,112,81,0,12,44,7,9,40,0,0
"NDB","2022/10",48,51,4,1,5,5,2,6,23,9,0
"RNN","2022/10",15,61,61,0,0,23,0,23,15,0,0
"RRC","2022/10",126,228,117,0,3,102,83,4,36,0,0
"TOS","2022/10",39,78,44,0,0,43,6,5,19,1,4
"TSF","2022/10",55,48,0,1,2,7,2,1,27,8,0
"WRM","2022/10",29,98,91,0,63,0,1,11,20,3,0
"AAR","2022/11",101,128,48,0,4,0,0,55,67,1,1
"ADO","2022/11",164,160,100,1,10,16,99,0,34,0,0
"AEP","2022/11",51,122,103,0,66,3,21,14,15,3,0
"AFL","2022/11",0,2,0,0,2,0,0,0,0,0,0
"ALG","2022/11",16,64,48,0,8,0,4,35,17,0,0
"AMS","2022/11",51,123,123,0,1,56,7,6,51,2,0
"AMV","2022/11",166,193,39,28,2,104,0,9,50,0,0
"APB","2022/11",86,141,93,4,6,34,4,28,62,3,0
"ARQ","2022/11",64,51,23,0,0,0,0,14,14,22,1
"BBV","2022/11",46,101,30,0,4,44,2,9,38,4,0
"CAC","2022/11",161,163,0,2,0,161,0,0,0,0,0
"CHG","2022/11",92,128,72,0,49,20,0,11,44,4,0
"CPL","2022/11",53,104,96,2,2,48,16,5,30,1,0
"CRC","2022/11",65,92,61,0,0,32,0,6,50,3,0
"DNR","2022/11",7,15,0,0,9,0,3,0,0,3,0
"ECO","2022/11",19,98,95,0,1,43,1,31,19,2,0
"ELR","2022/11",18,71,16,0,0,0,0,54,16,1,0
"ENL","2022/11",60,93,37,0,1,29,1,12,48,1,1
"FNG","2022/11",52,75,27,0,12,9,0,15,33,6,0
"FSG","2022/11",141,320,4,0,0,202,101,3,6,5,3
"HFP","2022/11",54,118,77,0,0,58,0,11,45,3,1
"HSS","2022/11",104,340,340,0,7,221,73,9,23,5,1
"IFM","2022/11",61,101,0,0,3,50,0,26,21,1,0
"JGA","2022/11",11,20,0,0,0,4,0,8,7,1,0
"JLM","2022/11",28,117,89,0,32,1,0,55,23,6,0
"JTA","2022/11",35,93,39,0,8,18,0,31,28,7,1
"KPC","2022/11",81,147,143,0,11,45,21,17,49,4,0
"LAF","2022/11",78,157,46,40,70,18,1,11,12,5,0
"LJS","2022/11",75,149,117,0,2,2,0,89,45,5,6
"LLS","2022/11",61,74,39,0,6,4,1,21,37,5,0
"LMV","2022/11",72,147,79,1,2,56,0,30,53,5,0
"LRR","2022/11",63,64,53,0,1,10,0,15,33,5,0
"MCG","2022/11",38,110,52,0,14,24,0,27,39,6,0
"MEM","2022/11",1,9,7,0,0,0,0,6,1,2,0
"MLS","2022/11",56,144,136,0,2,65,27,8,27,15,0
"MPS","2022/11",288,82,7,0,44,25,5,1,2,3,0
"MRS","2022/11",123,171,78,0,3,57,46,8,55,2,0
"MZA","2022/11",70,131,100,1,10,60,3,8,48,1,0
"NDB","2022/11",72,70,0,1,2,12,1,7,34,13,0
"RNN","2022/11",40,96,0,47,29,1,1,11,7,0,0
"RRC","2022/11",107,209,162,0,7,96,80,0,25,1,0
"TOS","2022/11",46,50,0,0,0,46,0,1,0,3,0
"TSF","2022/11",87,61,0,0,1,2,1,0,12,43,1
"WRM","2022/11",57,69,54,0,2,0,1,29,30,5,2
"AAR","2022/12",83,130,75,0,4,0,3,36,45,2,40
"ADO","2022/12",114,149,125,0,14,28,57,3,43,3,0
"AEP","2022/12",58,163,145,1,93,0,39,17,9,4,0
"AFL","2022/12",0,2,0,0,1,0,0,0,0,1,0
"ALG","2022/12",45,54,1,1,0,3,1,7,37,2,3
"AMS","2022/12",87,156,30,41,3,94,0,2,16,0,0
"AMV","2022/12",114,134,66,0,6,16,1,12,67,1,31
"APB","2022/12",67,121,67,4,6,57,1,8,40,5,0
"ARQ","2022/12",54,68,53,0,9,0,0,1,4,6,48
"BBV","2022/12",23,68,11,4,8,30,3,2,20,1,0
"CHG","2022/12",54,67,56,0,1,4,3,2,6,0,51
"CPL","2022/12",16,65,57,0,0,37,9,11,7,0,1
"CRC","2022/12",72,90,86,0,8,10,2,0,20,1,49
"DNR","2022/12",74,94,0,9,8,68,2,1,2,4,0
"ECO","2022/12",18,98,94,0,1,53,6,16,19,0,3
"ELR","2022/12",35,67,62,0,0,0,0,21,15,1,30
"ENL","2022/12",84,101,77,0,18,4,6,1,13,1,58
"FNG","2022/12",57,61,28,0,9,5,0,7,32,7,1
"FSG","2022/12",138,313,0,0,16,172,108,0,6,11,0
"HFP","2022/12",18,137,103,0,33,63,0,23,16,2,0
"HSS","2022/12",106,162,161,0,7,42,62,2,2,2,45
"IFM","2022/12",12,106,78,0,0,66,7,26,5,2,0
